step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
3305.0,[1052],[1327839.6582043527],[4172284.3854742176],[6350.0]
3310.0,[1054],[1329834.302168628],[4178538.0385605786],[6350.0]
3317.0,[1054],[1329834.302168628],[4178538.0385605786],[6350.0]
3324.0,[1057],[1334293.9557628247],[4192520.2809518026],[6350.0]
3331.0,[1059],[1339183.5874405084],[4207850.703212962],[6354.0]
3338.0,[1061],[1339183.5874405084],[4207850.703212962],[6354.0]
3345.0,[1066],[1353983.2910758576],[4254252.066692657],[6397.0]
3350.0,[1067],[1356335.4879958401],[4261626.861250935],[6397.0]
3357.0,[1071],[1361247.1825778997],[4277026.28137893],[6399.0]
3364.0,[1078],[1366230.5954478995],[4292648.943098576],[6400.0]
3371.0,[1080],[1366230.5954478995],[4292648.943098576],[6420.0]
3376.0,[1080],[1366230.5954478995],[4292648.943098576],[6420.0]
3383.0,[1082],[1384624.5773202463],[4351002.792555917],[6420.0]
3390.0,[1085],[1387302.8929260625],[4359399.992588702],[6421.0]
3395.0,[1085],[1387302.8929260625],[4359399.992588702],[6421.0]
3402.0,[1089],[1395952.3680108422],[4386517.932082372],[6430.0]
3409.0,[1091],[1395952.3680108422],[4386517.932082372],[6430.0]
3414.0,[1095],[1396915.6009816162],[4389537.861024727],[6431.0]
3421.0,[1098],[1406888.4312260635],[4420805.641369985],[6441.0]
3428.0,[1104],[1415895.2493930622],[4449043.909191347],[6507.0]
3435.0,[1105],[1415895.2493930622],[4449043.909191347],[6510.0]
3440.0,[1107],[1416605.654765261],[4451271.172166591],[6510.0]
3447.0,[1112],[1419741.4170343562],[4461102.591154715],[6531.0]
3454.0,[1116],[1421014.9475077891],[4465095.217257566],[6535.0]
3459.0,[1119],[1427870.4158904697],[4486589.1604326],[6554.0]
3466.0,[1122],[1429255.8465923988],[4490932.832525422],[6561.0]
3471.0,[1126],[1434336.0364613174],[4506860.5828683395],[6614.0]
3478.0,[1131],[1441535.9370341422],[4529434.183033715],[6647.0]
3485.0,[1133],[1441535.9370341422],[4529434.183033715],[6650.0]
3490.0,[1135],[1441535.9370341422],[4529434.183033715],[6650.0]
3497.0,[1137],[1441535.9370341422],[4529434.183033715],[6650.0]
3504.0,[1140],[1445898.5764924993],[4543112.250790491],[6677.0]
3511.0,[1143],[1451704.9419375057],[4561316.785604219],[6677.0]
3518.0,[1147],[1456726.2886060814],[4577060.191630555],[6752.0]
3525.0,[1150],[1459274.9011053573],[4585050.783577633],[6807.0]
3530.0,[1153],[1459736.6999871156],[4586498.581691607],[6834.0]
3537.0,[1154],[1464066.4581647848],[4600073.6290545715],[6837.0]
3542.0,[1158],[1466325.0670885246],[4607154.9952609455],[6900.0]
3549.0,[1160],[1471447.9159352616],[4623216.492272791],[6900.0]
3556.0,[1161],[1471447.9159352616],[4623216.492272791],[6900.0]
3563.0,[1162],[1471447.9159352616],[4623216.492272791],[6900.0]
3568.0,[1166],[1471447.9159352616],[4623216.492272791],[6911.0]
3575.0,[1171],[1480110.4105360527],[4650375.865224596],[6956.0]
3580.0,[1172],[1480110.4105360527],[4650375.865224596],[6956.0]
3587.0,[1177],[1482586.7851468103],[4658139.790867033],[6956.0]
3594.0,[1179],[1482586.7851468103],[4658139.790867033],[7037.0]
3599.0,[1182],[1490089.0757438128],[4681661.64327222],[7037.0]
3606.0,[1185],[1491887.6727874621],[4687300.718920969],[7096.0]
3611.0,[1188],[1494298.0246688079],[4694857.835232506],[7101.0]
3618.0,[1191],[1494298.0246688079],[4694857.835232506],[7101.0]
3625.0,[1192],[1499217.33920604],[4710281.355682613],[7101.0]
3632.0,[1193],[1502642.6729774005],[4721019.557454373],[7101.0]
3639.0,[1194],[1502642.6729774005],[4721019.557454373],[7101.0]
3644.0,[1197],[1507534.355156227],[4736356.2441939805],[7137.0]
