step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
419.0,[296],[218588.57613479363],[685317.1098500601],[0.0]
420.0,[299],[220857.86354147742],[692431.7827922325],[0.0]
421.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
422.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
423.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
424.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
425.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
426.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
427.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
428.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
429.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
430.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
431.0,[300],[221536.0960508661],[694558.1495674299],[0.0]
432.0,[308],[227524.82626035882],[713334.0094683289],[0.0]
433.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
434.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
435.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
436.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
437.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
438.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
439.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
440.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
441.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
442.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
443.0,[312],[230243.0724824946],[721856.1433431004],[0.0]
444.0,[315],[232618.22180568805],[729302.7335954391],[0.0]
445.0,[316],[233390.14988094027],[731722.8873864234],[0.0]
446.0,[316],[233390.14988094027],[731722.8873864234],[0.0]
447.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
448.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
449.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
450.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
451.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
452.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
453.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
454.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
455.0,[318],[234807.25342127593],[736165.7609473548],[0.0]
456.0,[325],[240080.3257432558],[752697.8787680375],[0.0]
457.0,[326],[240750.21213799968],[754798.0703899445],[0.0]
458.0,[326],[240750.21213799968],[754798.0703899445],[0.0]
459.0,[326],[240750.21213799968],[754798.0703899445],[0.0]
460.0,[326],[240750.21213799968],[754798.0703899445],[0.0]
461.0,[328],[242146.72608016967],[759176.3767574069],[0.0]
462.0,[328],[242146.72608016967],[759176.3767574069],[0.0]
463.0,[328],[242146.72608016967],[759176.3767574069],[0.0]
464.0,[328],[242146.72608016967],[759176.3767574069],[0.0]
